Fundo,CNPJ,Cota/Classe,Tipo,Data deliberação,Data emissão / 1ª integralização,Data encerramento/oferta,Quantidade,Volume,VNU,Remuneração,Juros/remuneração,Amortização principal,Status/evidência,Fonte,Status curadoria
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Cotas Subordinadas Mezanino II-D:,Mezanino,23/09/2024 11:00,Não identificada na extração offline,,,"R$ 5.000.000,00",,o não colocado será cancelado. Data de Resgate: 60 (sessenta) meses a contar da 1ª Data de Integralização de Cotas Subordinadas Mezanino II-D. Sobretaxa Mezanino das Cotas Subordinadas Mezanino II-D: A ser definida de acordo com procedimento de bookbuilding conduzido pelo intermediário líder da Oferta. Meta de Remuneração das Cotas Subordinadas Mezanino II-D: As Cotas Subordinadas Mezanino II -D serão valoradas diar…,o não colocado será cancelado. Data de Resgate: 60 (sessenta) meses a contar da 1ª Data de Integralização de Cotas Subordinadas Mezanino II-D. Sobretaxa Mezanino das Cotas Subordinadas Mezanino II-D: A ser definida de acordo com procedimento de bookbuilding conduzido pelo intermediário líder da Oferta. Meta de Remuneração das Cotas Subordinadas Mezanino II-D: As Cotas Subordinadas Mezanino II -D serão valoradas diar…,"Regulamento. A Meta de Remuneração das Cotas Subordinadas Mezanino II-D será determinada através da apropriação diária, sob forma de capitalização composta, com base em um ano de 252 (duzentos e cinquenta e dois) Dias Úteis, da Taxa DI, acrescida de Sobretaxa Mezanino das Cotas Subordinadas Mezanino II-D. Tipo de Amortização Programada: Remuneração Intermediária Meta de Amortização de Principal: com relação a cada D…",evento de cota,742937_assembleia_assembleia_742937_2024-09-23.pdf · ID 742937 · 23/09/2024 11:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,34ª SÉRIE,,24/09/2024,Não identificada na extração offline,,,"R$1,00",,,,"Sobretaxa Sênior da 34ª Série : variação da Taxa DI, acrescida de sobretaxa sênior equivalente a 1,40% (um inteiro e quarenta centésimos por cento) ao ano, calculada pro rata temporis por Dias Úteis decorridos, desde a 1ª Data de Integralização das Cotas referente às Cotas Seniores da 34ª Série até a respectiva Data de Resgate estabelecida no Suplemento das Cotas Seniores da 34ª Série, nos termos do item 14 do regul…",emissão,743529_emissao_emissao_743529_2024-09-24.pdf · ID 743529 · 24/09/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,34ª SÉRIE,,24/09/2024,Não identificada na extração offline,,,"R$ 276.400.000,00",,"sessenta) meses a contar da 1ª Data de Integralização de Cotas Seniores da 34ª Série. Sobretaxa Sênior das Cotas Seniores da 34ª Série: 1,40% ( um inteiro e quarenta centésimos por cento) ao ano, conforme definida no âmbito do procedimento de bookbuilding conduzido pelo intermediário líder da Oferta. Meta de Remuneração das Cotas Seniores da 34ª Série: As Cotas Seniores da 34ª Série serão valoradas diariamente, a pa…","sessenta) meses a contar da 1ª Data de Integralização de Cotas Seniores da 34ª Série. Sobretaxa Sênior das Cotas Seniores da 34ª Série: 1,40% ( um inteiro e quarenta centésimos por cento) ao ano, conforme definida no âmbito do procedimento de bookbuilding conduzido pelo intermediário líder da Oferta. Meta de Remuneração das Cotas Seniores da 34ª Série: As Cotas Seniores da 34ª Série serão valoradas diariamente, a pa…","item 14 do Regulamento. A Meta de Remuneração das Cotas Seniores da 34ª Série será determinada através da apropriação diária, sob forma de capitalização composta, com base em um ano de 252 (duzentos e cinquenta e dois) Dias Úteis, da Taxa DI, acrescida de Sobretaxa Sênior das Cotas Seniores da 34ª Série. Tipo de Amortização Programada: Remuneração Intermediária. Meta de Amortização de Principal: Com relação a cada D…",evento de cota,743627_assembleia_assembleia_743627_2024-09-24.pdf · ID 743627 · 24/09/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,35ª Série,,30/06/2025 11:00,Não identificada na extração offline,,,R$ 40.000.000,,"nte: (A) em relação ao item (i) da ordem do dia, trata-se da emissão da 35ª (trigésima quinta) série de Cotas Seniores do Fundo, no valor de, no mínimo, R$ 40.000.000 (quarenta milhões de reais) e, no máximo, R$ 410.000.000,00 (quatrocentos e dez milhões de reais), com prazo de 72 (setenta e dois ) meses, cuja Meta de Remuneração será calculada nos termos do Suplemento de Cotas Seniores da 35ª Série, com base na var…","nte: (A) em relação ao item (i) da ordem do dia, trata-se da emissão da 35ª (trigésima quinta) série de Cotas Seniores do Fundo, no valor de, no mínimo, R$ 40.000.000 (quarenta milhões de reais) e, no máximo, R$ 410.000.000,00 (quatrocentos e dez milhões de reais), com prazo de 72 (setenta e dois ) meses, cuja Meta de Remuneração será calculada nos termos do Suplemento de Cotas Seniores da 35ª Série, com base na var…","ão ser implementada, desde que observada a Relação Mínima. Observado o disposto acima, a quantidade final e a sobretaxa mezanino das Cotas Subordinadas Mezanino I-M serão definidas em Procedimento de Bookbuilding. Nos termos do Regulamento, as Cotas Subordinadas Mezanino I -M se subordinarão, para efeitos de eventual amortização, resgate e distribuição de rendimentos da carteira do Fundo, às Cotas Subordinadas Mezan…",evento de cota,928766_assembleia_assembleia_928766_2025-06-30.pdf · ID 928766 · 30/06/2025 11:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,35ª Série,,30/06/2025 11:00,Não identificada na extração offline,,,"R$ 40.000.000,00",,"carência para amortização de principal e, a partir do 13º (décimo terceiro) mês (inclusive), amortização de principal à razão de 1/ 60 (um sobre sessenta avos) de principal a cada mês. O pagamento de juros ocorrerá mensalmente sem carência, desde a 1ª Data de Integralização de Cotas Seniores da 35ª Série; (v) Meta de Remuneração das Cotas Seniores da 35ª Série : as Cotas Seniores da 35ª Série serão valoradas diariam…","carência para amortização de principal e, a partir do 13º (décimo terceiro) mês (inclusive), amortização de principal à razão de 1/ 60 (um sobre sessenta avos) de principal a cada mês. O pagamento de juros ocorrerá mensalmente sem carência, desde a 1ª Data de Integralização de Cotas Seniores da 35ª Série; (v) Meta de Remuneração das Cotas Seniores da 35ª Série : as Cotas Seniores da 35ª Série serão valoradas diariam…","es da 35ª Série : a ser definid a de acordo com Procedimento de Bookbuilding, observada a quantidade mínima de 40.000.000 (quarenta milhões) e a quantidade máxima de 410.000.000 (quatrocentos e dez milhões) de Cotas Seniores da 35ª Série; (iii) Valor Unitário de Emissão: R$ 1,00 (um real); (iv) Prazo e Condições de Amortização das Cotas Seniores da 35ª Série: prazo de 72 (setenta e dois) meses a contar da primeira d…",evento de cota,939819_assembleia_assembleia_939819_2025-06-30.pdf · ID 939819 · 30/06/2025 11:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,35ª SÉRIE,,02/07/2025,Não identificada na extração offline,,,"R$ 468.000.000,00",,"ezanino II -E (“Montante Mínimo de Cotas Seniores da 35ª Série ”, “ Montante Mínimo de Cotas Subordinadas Mezanino I -M” e “ Montante Mínimo de Cotas Subordinadas Mezanino II -E”, respectivamente, e, em conjunto “Montantes Mínimos”). A partir da presente data, a Oferta encontra -se a mercado sendo que a sobretaxa de remuneração das Cotas será definida em procedimento de coleta de intenções de investimento a ser real…","ezanino II -E (“Montante Mínimo de Cotas Seniores da 35ª Série ”, “ Montante Mínimo de Cotas Subordinadas Mezanino I -M” e “ Montante Mínimo de Cotas Subordinadas Mezanino II -E”, respectivamente, e, em conjunto “Montantes Mínimos”). A partir da presente data, a Oferta encontra -se a mercado sendo que a sobretaxa de remuneração das Cotas será definida em procedimento de coleta de intenções de investimento a ser real…",,emissão,939731_emissao_emissao_939731_2025-07-02.pdf · ID 939731 · 02/07/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,35ª SÉRIE,,28/07/2025,Não identificada na extração offline,,,"R$ 468.000.000,00",,,,,emissão,954682_emissao_emissao_954682_2025-07-28.pdf · ID 954682 · 28/07/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,,15/01/2020 10:00,Não identificada na extração offline,,,"R$ 950.000,00",,"(d) prorrogar o prazo de validade do prêmio adicional atribuído às Quotas Seniores e às Quotas Mezanino I até 28 de fevereiro de 2022; (e ) incluir a possibilidade de antecipação da Data de Resgate de Quotas Senio res por deliberação dos Quotistas Subordinados; e (f) incluir a possibi lidade de criação de um prêmio de remuneração a ser conferido aos Quotist as Seniores e aos Quotistas Mezanino, por determinação dos…","(d) prorrogar o prazo de validade do prêmio adicional atribuído às Quotas Seniores e às Quotas Mezanino I até 28 de fevereiro de 2022; (e ) incluir a possibilidade de antecipação da Data de Resgate de Quotas Senio res por deliberação dos Quotistas Subordinados; e (f) incluir a possibi lidade de criação de um prêmio de remuneração a ser conferido aos Quotist as Seniores e aos Quotistas Mezanino, por determinação dos…",de Titulares Impontuais; (b) excluir a cobrança da Taxa de Saída; (c) atualizar a fórmula de cálculo da Taxa Mínima de Des conto; (d) prorrogar o prazo de validade do prêmio adicional atribuído às Quotas Seniores e às Quotas Mezanino I até 28 de fevereiro de 2022; (e ) incluir a possibilidade de antecipação da Data de Resgate de Quotas Senio res por deliberação dos Quotistas Subordinados; e (f) incluir a possibi lid…,evento de cota,142212_assembleia_assembleia_142212_2020-01-15.pdf · ID 142212 · 15/01/2020 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,cotas seniores com direito a,Sênior,15/01/2020 10:00,Não identificada na extração offline,,,,,"nto; (d) prorrogar o prazo de validade do prêmio adicional atribuído às Quotas Seniores e às Quotas Mezanino I até 28 de fevereiro de 2022; (e) incluir a possibilidade de antecipação da Data de Resgate de Quotas Seniores por deliberação dos Quotistas Subordinados; e (f) incluir a possibilidade de criação de um prêmio de remuneração a ser conferido aos Quotistas Seniores e aos Quotistas Mezanino, por determinação dos…","nto; (d) prorrogar o prazo de validade do prêmio adicional atribuído às Quotas Seniores e às Quotas Mezanino I até 28 de fevereiro de 2022; (e) incluir a possibilidade de antecipação da Data de Resgate de Quotas Seniores por deliberação dos Quotistas Subordinados; e (f) incluir a possibilidade de criação de um prêmio de remuneração a ser conferido aos Quotistas Seniores e aos Quotistas Mezanino, por determinação dos…",tes de Titulares Impontuais; (b) excluir a cobrança da Taxa de Saída; (c) atualizar a fórmula de cálculo da Taxa Mínima de Desconto; (d) prorrogar o prazo de validade do prêmio adicional atribuído às Quotas Seniores e às Quotas Mezanino I até 28 de fevereiro de 2022; (e) incluir a possibilidade de antecipação da Data de Resgate de Quotas Seniores por deliberação dos Quotistas Subordinados; e (f) incluir a possibilid…,evento de cota,142211_assembleia_assembleia_142211_2020-01-15.pdf · ID 142211 · 15/01/2020 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,cotas seniores (“Cotas,Sênior,14/01/2022,Não identificada na extração offline,,,"R$ 235,38",,"o há garantia de completa eliminação de possibilidade de perdas para o Fundo e, consequentemente, para o investidor. O Fundo não conta com garantia da Administradora, do Coordenador Líder, das cedentes abaixo identificadas, do Custodiante, de qualquer mecanismo de seguro ou, ainda, do Fundo Garantidor de Créditos - FGC. A rentabilidade obtida no passado não representa garantia de rentabilidade futura. COORDENADOR LÍ…","o há garantia de completa eliminação de possibilidade de perdas para o Fundo e, consequentemente, para o investidor. O Fundo não conta com garantia da Administradora, do Coordenador Líder, das cedentes abaixo identificadas, do Custodiante, de qualquer mecanismo de seguro ou, ainda, do Fundo Garantidor de Créditos - FGC. A rentabilidade obtida no passado não representa garantia de rentabilidade futura. COORDENADOR LÍ…",,emissão,285895_emissao_emissao_285895_2022-01-14.pdf · ID 285895 · 14/01/2022,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,Cotas Mezanino I:,Mezanino,28/03/2022,Não identificada na extração offline,,,"R$ 2.000.000.000,00",,"ulo XXIV do Regulamento, os recursos decorrentes da integralização das quotas e do recebimento dos ativos integrantes da carteira do Fundo serão alocados na seguinte ordem: (a) no pagamento de despesas e encargos de responsabilidade do Fundo, devidos nos termos do Regulamento e da legislação aplicável; (b) no pagamento da remuneração da Agência de Classificação de Risco; (c) no resgate integral das Quotas Seniores,…","ulo XXIV do Regulamento, os recursos decorrentes da integralização das quotas e do recebimento dos ativos integrantes da carteira do Fundo serão alocados na seguinte ordem: (a) no pagamento de despesas e encargos de responsabilidade do Fundo, devidos nos termos do Regulamento e da legislação aplicável; (b) no pagamento da remuneração da Agência de Classificação de Risco; (c) no resgate integral das Quotas Seniores,…","as Mezanino II sobre o Patrimônio Líquido, nos termos do Regulamento (“Razão de Garantia Mezanino II” e, em conjunto com a Razão de Garantia Sênior e a Razão de Garantia Mezanino I, a “Razão de Garantia”) deverá ser equivalente a, no máximo, 95,5% (noventa e cinco inteiros e cinco décimos por cento). Não será admitida a amortização das quotas. 10. ORDEM DE APLICAÇÃO DOS RECURSOS A partir do Início das Atividades e a…",emissão,285894_emissao_emissao_285894_2022-03-28.pdf · ID 285894 · 28/03/2022,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
