Fundo,CNPJ,Data,Classe/Série,Evento,Volume,Remuneração,Amortização/Vencimento,Fonte
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,,35ª SÉRIE,emissão,"R$ 468.000.000,00","ezanino II -E (“Montante Mínimo de Cotas Seniores da 35ª Série ”, “ Montante Mínimo de Cotas Subordinadas Mezanino I -M” e “ Montante Mínimo de Cotas Subordinadas Mezanino II -E”, respectivamente, e, em conjunto “Montantes Mínimos”). A partir da presente data, a Oferta encontra -se a mercado sendo que a sobretaxa de remuneração das Cotas será definida em procedimento de coleta de intenções de investimento a ser real…",,939731_emissao_emissao_939731_2025-07-02.pdf
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,,35ª SÉRIE,emissão,"R$ 468.000.000,00",,,954682_emissao_emissao_954682_2025-07-28.pdf
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,,35ª SÉRIE,evento de cota,"R$ 468.000.000,00",,"● Sobretaxa Sênior da 35ª Série : variação da Taxa DI, acrescida de sobretaxa sênior equivalente a 1,03% (um inteiro e três centésimos por cento) ao ano, calculada pro rata temporis por Dias Úteis decorridos, desde a 1ª Data de Integralização das Cotas referente às Cotas Seniores da 35ª Série até a respectiva Data de Resgate estabelecida no Suplemento das Cotas Seniores da 3 5ª Série, nos termos do item 7 do anexo d…",954689_evento_evento_954689_2025-07-28.pdf
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,,35ª SÉRIE,emissão,"R$ 468.000.000,00",,,974566_emissao_emissao_974566_2025-08-12.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,cotas seniores com direito a,evento de cota,,"nto; (d) prorrogar o prazo de validade do prêmio adicional atribuído às Quotas Seniores e às Quotas Mezanino I até 28 de fevereiro de 2022; (e) incluir a possibilidade de antecipação da Data de Resgate de Quotas Seniores por deliberação dos Quotistas Subordinados; e (f) incluir a possibilidade de criação de um prêmio de remuneração a ser conferido aos Quotistas Seniores e aos Quotistas Mezanino, por determinação dos…",tes de Titulares Impontuais; (b) excluir a cobrança da Taxa de Saída; (c) atualizar a fórmula de cálculo da Taxa Mínima de Desconto; (d) prorrogar o prazo de validade do prêmio adicional atribuído às Quotas Seniores e às Quotas Mezanino I até 28 de fevereiro de 2022; (e) incluir a possibilidade de antecipação da Data de Resgate de Quotas Seniores por deliberação dos Quotistas Subordinados; e (f) incluir a possibilid…,142211_assembleia_assembleia_142211_2020-01-15.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,,evento de cota,"R$ 950.000,00","(d) prorrogar o prazo de validade do prêmio adicional atribuído às Quotas Seniores e às Quotas Mezanino I até 28 de fevereiro de 2022; (e ) incluir a possibilidade de antecipação da Data de Resgate de Quotas Senio res por deliberação dos Quotistas Subordinados; e (f) incluir a possibi lidade de criação de um prêmio de remuneração a ser conferido aos Quotist as Seniores e aos Quotistas Mezanino, por determinação dos…",de Titulares Impontuais; (b) excluir a cobrança da Taxa de Saída; (c) atualizar a fórmula de cálculo da Taxa Mínima de Des conto; (d) prorrogar o prazo de validade do prêmio adicional atribuído às Quotas Seniores e às Quotas Mezanino I até 28 de fevereiro de 2022; (e ) incluir a possibilidade de antecipação da Data de Resgate de Quotas Senio res por deliberação dos Quotistas Subordinados; e (f) incluir a possibi lid…,142212_assembleia_assembleia_142212_2020-01-15.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,,evento de cota,,A ............... 16 CAPÍTULO VII – DOS CEDENTES E DOS DIREITOS CREDITÓRIOS ............................................................................. 17 CAPÍTULO VIII – DA ADMINISTRAÇÃO DO FUNDO ...................................................................................................... 18 CAPÍTULO IX – DA REMUNERAÇÃO DA ADMINISTRADORA....................................................................…,......................... 29 CAPÍTULO XV – DA EMISSÃO E DA INTEGRALIZAÇÃO DAS QUOTAS .................................................................... 30 CAPÍTULO XVI – DA VALORIZAÇÃO DAS QUOTAS ..................................................................................................... 31 CAPÍTULO XVII – DO RESGATE DAS QUOTAS SENIORES .....................................................................…,142213_assembleia_assembleia_142213_2020-01-15.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,,evento de cota,,A ............... 16 CAPÍTULO VII – DOS CEDENTES E DOS DIREITOS CREDITÓRIOS ............................................................................. 17 CAPÍTULO VIII – DA ADMINISTRAÇÃO DO FUNDO ...................................................................................................... 18 CAPÍTULO IX – DA REMUNERAÇÃO DA ADMINISTRADORA....................................................................…,......................... 29 CAPÍTULO XV – DA EMISSÃO E DA INTEGRALIZAÇÃO DAS QUOTAS .................................................................... 30 CAPÍTULO XVI – DA VALORIZAÇÃO DAS QUOTAS ..................................................................................................... 31 CAPÍTULO XVII – DO RESGATE DAS QUOTAS SENIORES .....................................................................…,142218_regulamento_regulamento_142218_2021-01-15.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,,evento de cota,,................ 16 CAPÍTULO VII – DOS CEDENTES E DOS DIREITOS CREDITÓRIOS ............................................................................. 17 CAPÍTULO VIII – DA ADMINISTRAÇÃO DO FUNDO ...................................................................................................... 18 CAPÍTULO IX – DA REMUNERAÇÃO DA ADMINISTRADORA ....................................................................…,........................ 29 CAPÍTULO XV – DA EMISSÃO E DA INTEGRALIZAÇÃO DAS QUOTAS .................................................................... 30 CAPÍTULO XVI – DA VALORIZAÇÃO DAS QUOTAS ...................................................................................................... 31 CAPÍTULO XVII – DO RESGATE DAS QUOTAS SENIORES .....................................................................…,256407_regulamento_regulamento_256407_2022-01-13.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,cotas seniores (“Cotas,emissão,"R$ 235,38","o há garantia de completa eliminação de possibilidade de perdas para o Fundo e, consequentemente, para o investidor. O Fundo não conta com garantia da Administradora, do Coordenador Líder, das cedentes abaixo identificadas, do Custodiante, de qualquer mecanismo de seguro ou, ainda, do Fundo Garantidor de Créditos - FGC. A rentabilidade obtida no passado não representa garantia de rentabilidade futura. COORDENADOR LÍ…",,285895_emissao_emissao_285895_2022-01-14.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,,evento de cota,,A ............... 16 CAPÍTULO VII – DOS CEDENTES E DOS DIREITOS CREDITÓRIOS ............................................................................. 17 CAPÍTULO VIII – DA ADMINISTRAÇÃO DO FUNDO ...................................................................................................... 18 CAPÍTULO IX – DA REMUNERAÇÃO DA ADMINISTRADORA....................................................................…,......................... 29 CAPÍTULO XV – DA EMISSÃO E DA INTEGRALIZAÇÃO DAS QUOTAS .................................................................... 30 CAPÍTULO XVI – DA VALORIZAÇÃO DAS QUOTAS ..................................................................................................... 31 CAPÍTULO XVII – DO RESGATE DAS QUOTAS SENIORES .....................................................................…,273886_regulamento_regulamento_273886_2022-03-03.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,Cotas Mezanino I:,emissão,"R$ 2.000.000.000,00","ulo XXIV do Regulamento, os recursos decorrentes da integralização das quotas e do recebimento dos ativos integrantes da carteira do Fundo serão alocados na seguinte ordem: (a) no pagamento de despesas e encargos de responsabilidade do Fundo, devidos nos termos do Regulamento e da legislação aplicável; (b) no pagamento da remuneração da Agência de Classificação de Risco; (c) no resgate integral das Quotas Seniores,…","as Mezanino II sobre o Patrimônio Líquido, nos termos do Regulamento (“Razão de Garantia Mezanino II” e, em conjunto com a Razão de Garantia Sênior e a Razão de Garantia Mezanino I, a “Razão de Garantia”) deverá ser equivalente a, no máximo, 95,5% (noventa e cinco inteiros e cinco décimos por cento). Não será admitida a amortização das quotas. 10. ORDEM DE APLICAÇÃO DOS RECURSOS A partir do Início das Atividades e a…",285894_emissao_emissao_285894_2022-03-28.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,,emissão,"R$ 2.000.000.000,00",".................................... 111 Histórico e Atividades...................................................................................................................................... 111 Breve Descrição das Obrigações, Vedações e Responsabilidades da Administradora .................................... 113 Remuneração da Administradora ...................................................................…","sendo as Quotas Mezanino I e as Quotas Mezanino II; e (iii) 1 (uma) classe de quotas subordinadas. As Quotas Seniores não se subordinam às Quotas Mezanino ou às Quotas Subordinadas para efeito de resgate e distribuição dos rendimentos da carteira do Fundo, nos termos do Regulamento e deste Prospecto. Não será admitida a amortização das Quotas. Quotas Seniores Cada Quota Sênior possui com o características e confere…",285893_emissao_emissao_285893_2022-03-29.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,,evento de cota,,................................................................................................. 38 CAPÍTULO VII – CEDENTES E DOS DIREITOS CREDITÓRIOS..................................................... 40 CAPÍTULO VIII – ADMINISTRAÇÃO E GESTÃO DA CLASSE ÚNICA ......................................... 40 CAPÍTULO IX – REMUNERAÇÃO DA ADMINISTRADORA E GESTORA ................................... 45 CAPÍTULO X – SUBST…,"pecífico dos Fundos Não Sujeitos à Tributação Periódica, conforme definição disposta na Lei 14.754, e suas alterações, com a produção de efeitos completos a partir de 1º de janeiro de 2024 (“Início dos Efeitos”). Isso significa que, o Fundo estará sujeito ao IRRF de 15% (quinze por cento) na distribuição de rendimentos, amortização ou resgate de cotas. i) Trânsito dos valores relativos aos Direitos Creditórios de ti…",737756_regulamento_regulamento_737756_2024-09-10.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,,evento de cota,,................................................................................................. 38 CAPÍTULO VII – CEDENTES E DOS DIREITOS CREDITÓRIOS..................................................... 40 CAPÍTULO VIII – ADMINISTRAÇÃO E GESTÃO DA CLASSE ÚNICA ......................................... 40 CAPÍTULO IX – REMUNERAÇÃO DA ADMINISTRADORA E GESTORA ................................... 45 CAPÍTULO X – SUBST…,"a em votação; e (v) o Cotista, na hipótese de deliberação relativa a laudos de avaliação de bens de sua propriedade. CAPÍTULO XXIII – PATRIMÔNIO LÍQUIDO NEGATIVO E INSOLVÊNCIA 22.1 Caso a Administradora verifique que o Patrimônio Líquido da Classe Única está negativo, deve, imediatamente, (i) suspender a realização da amortização de Cotas; (ii) não realizar novas subscrições de Cotas; (iii) comunicar a existência do…",772010_regulamento_regulamento_772010_2024-11-05.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,,evento de cota,,................................................................................................. 38 CAPÍTULO VII – CEDENTES E DOS DIREITOS CREDITÓRIOS..................................................... 40 CAPÍTULO VIII – ADMINISTRAÇÃO E GESTÃO DA CLASSE ÚNICA ......................................... 40 CAPÍTULO IX – REMUNERAÇÃO DA ADMINISTRADORA E GESTORA ................................... 45 CAPÍTULO X – SUBST…,"a em votação; e (v) o Cotista, na hipótese de deliberação relativa a laudos de avaliação de bens de sua propriedade. CAPÍTULO XXIII – PATRIMÔNIO LÍQUIDO NEGATIVO E INSOLVÊNCIA 22.1 Caso a Administradora verifique que o Patrimônio Líquido da Classe Única está negativo, deve, imediatamente, (i) suspender a realização da amortização de Cotas; (ii) não realizar novas subscrições de Cotas; (iii) comunicar a existência do…",772020_regulamento_regulamento_772020_2024-11-05.pdf
PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADAL,26.749.095/0001-34,,Cotas Seniores e de Cotas Subordinadas M ezanino terá o Prazo de,evento de cota,,"u gravame, seja de que tipo ou natureza for, sobre os Direitos (a) Creditórios e os Ativos Financeiros integrantes da carteira do Fundo, exceto quando se tratar de margens de garantia prestadas às operações realizadas em mercados de derivativos; e emitir Cotas em desacordo com este Regulamento. (b) 4 GED - 5346910v2 REMUNERAÇÃO DA ADMINISTRADORA E DEMAIS TAXAS DO FUNDO 6. O Fundo pagará pelos serviços de administraç…","por este (c) Regulamento; monitorar, nos termos previstos neste Regulamento, os patamares exigidos com relação (d) aos parâmetros abaixo, com base em relatórios previ amente acordados com o Custodiante e com a Gestora, conforme aplicável: Relação Mínima; (1) Alocação Mínima; (2) Reserva de Liquidez; (3) Reserva de Amortização; e (4) Reserva de Despesas e Encargos; (5) no caso de liquidação judicial ou extrajudicial,…",150077_assembleia_assembleia_150077_2021-01-08.pdf
PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADAL,26.749.095/0001-34,,7ª Série,evento de cota,"R$40.000.000,00","20 e 2019 (Valores expressos em milhares de reais, exceto o quantidade e valor das cotas) 31/12/2020 31/12/2019 Instrumentos financeiros derivativos 9 (3.933) Ajuste pelo valor justo (3.933) (1.195) (1.195) Demais Despesas 13 (1.824) Taxa de Gestão (355) Tarifas bancárias (284) Remuneração da instituição administradora (283) Taxa de custódia (226) Agência de rating (156) Agente de cobrança (154) Controladoria (145)…",13.131 28.354 50.118 3.381 2.006 26.470 7 Aquisições de direitos creditórios (73.667) Recebimentos dos direitos creditórios 73.924 Valores ressarcido/reembolsado por contratos cancelados 816 Compra de títulos privados (10.347) Venda de títulos privados 17.456 Aplicação em títulos públicos (45.558) Resgate/ amortização de títulos públicos 52.434 Liquidação financeira de operações de Swap (861) Pagamento de taxa de ge…,199890_assembleia_assembleia_199890_2021-08-03.pdf
PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADAL,26.749.095/0001-34,,8ª Série,evento de cota,"R$50.000.000,00","inte e quatro) meses, nos termos do parágrafo 2º do Artigo 8º e do Artigo 8º-A, todos da referida Instrução. Data de Resgate: 72 (setenta e dois) meses a contar da 1ª Data de Integralização de Cotas Seniores da 8ª Série. Sobretaxa Sênior: 2,90% a.a. (dois inteiros e noventa centésimos por cento ao ano). Meta de Remuneração: Taxa DI, acrescida de Sobretaxa Sênior, da seguinte forma: As Cotas Seniores da 8ª Série serã…","tas Seniores, nos termos do item Erro! Fonte de referência não encontrada. do Regulamento. A Meta de Remuneração será determinada através da apropriação diária, sob forma de capitalização composta, com base em um ano de 252 (duzentos e cinquenta e dois) Dias Úteis, da Taxa DI, acrescida de Sobretaxa Sênior. Meta de Amortização de Principal: Com relação a cada Data de Pagamento: (i) durante o Período de Carência: 0%…",256863_assembleia_assembleia_256863_2022-01-07.pdf
